Date,Item_Description,HS_Code,Country_of_Origin,Quantity,Net_Mass_kg,Gross_Mass_kg,CIF_Value_USD,CIF_Value_UGX,Unit_Price_Actual_UGX,Unit_Price_Predicted_UGX,Tax_Rate,Currency_Code,Valuation_Label
2024-10-23,Food Products,1701,China,4771,3566,4039,26061.73,96428416.02,20211.36,19672.62,0.1,USD,
2025-03-01,Machinery,8430,South Korea,4225,6130,6436,191830.43,709772606.9,167993.52,195542.64,0.2,USD,
2024-05-01,Food Products,0403,South Africa,1979,6696,7106,117195.1,433621868.18,219111.61,196181.41,0.1,USD,
2024-12-16,Electronics,8542,South Africa,4265,1146,1498,412796.05,1527345396.44,358111.46,345993.2,0.1,USD,
2022-12-31,Machinery,8479,Japan,2390,2234,2264,230191.77,851709549.07,356363.83,425624.34,0.15,USD,
2024-11-07,Food Products,1701,South Africa,2674,8372,8715,440488.82,1629808623.92,609502.1,648002.31,0.05,USD,
2024-07-10,Machinery,8479,Kenya,3279,7922,8113,319047.56,1180475964.49,360010.97,312360.32,0.2,USD,
2023-05-23,Pharmaceuticals,2941,South Africa,1078,3880,4241,298143.82,1103132145.07,1023313.68,951986.88,0.15,USD,
2024-08-28,Food Products,0702,China,1013,2096,2406,60681.71,224522317.28,221640.98,256778.96,0.1,USD,
2025-04-05,Pharmaceuticals,2937,Germany,3363,7918,7985,386680.32,1430717182.48,425428.84,409356.7,0.15,USD,
2023-01-22,Textiles,5408,Germany,1929,3696,4171,220538.41,815992125.9,423013.03,443941.41,0.05,USD,
2024-05-25,Textiles,6110,South Korea,4543,1385,1434,76714.21,283842584.59,62479.11,56782.36,0.05,USD,
2022-12-18,Electronics,8542,Kenya,1325,5009,5216,101063.51,373935001.97,282215.1,262133.72,0.15,USD,
2023-02-22,Textiles,5407,Japan,2436,444,764,108415.68,401138008.3,164670.78,137785.55,0.05,USD,
2024-05-01,Electronics,8517,Germany,891,2393,2511,438677.83,1623107979.14,1821670.01,1647229.86,0.1,USD,
2024-05-17,Electronics,8523,Japan,1129,4627,4731,10157.32,37582097.95,33287.95,36756.35,0.15,USD,
2024-07-03,Pharmaceuticals,2937,South Korea,892,3488,3613,375936.83,1390966286.07,1559379.24,1538020.34,0.15,USD,
2022-08-04,Pharmaceuticals,2937,South Africa,3124,5896,6323,478262.37,1769570780.24,566443.91,664983.41,0.15,USD,
2024-05-08,Pharmaceuticals,2941,Germany,3537,1536,1558,48088.49,177927410.07,50304.61,45294.95,0.05,USD,
2025-01-23,Machinery,8479,Kenya,657,8656,9120,65053.51,240697983.9,366359.18,354741.74,0.2,USD,
2023-03-30,Food Products,1701,South Korea,544,9427,9882,240962.54,891561389.35,1638899.61,1828270.66,0.05,USD,
2023-03-13,Textiles,5407,USA,2935,6917,7084,181804.8,672677746.7,229191.74,203601.36,0.05,USD,
2023-01-07,Food Products,0702,Japan,3866,6576,6851,47372.42,175277947.0,45338.32,44689.09,0.05,USD,
2023-09-19,Textiles,6110,USA,2743,6487,6579,282920.62,1046806298.8,381628.25,457704.87,0.1,USD,
2022-12-10,Pharmaceuticals,2937,Kenya,57,8027,8445,177980.21,658526760.05,11553101.05,13846649.58,0.15,USD,
2022-12-02,Pharmaceuticals,3004,South Africa,4638,8351,8627,326425.34,1207773750.59,260408.31,258398.18,0.15,USD,
2023-01-31,Textiles,5408,Germany,3925,9001,9069,339323.42,1255496651.76,319871.76,293411.55,0.05,USD,
2023-03-08,Pharmaceuticals,2937,India,1956,8633,8805,291507.24,1078576792.24,551419.63,459634.35,0.15,USD,
2023-05-25,Textiles,6110,China,4937,4749,4794,125561.43,464577285.15,94101.13,87949.06,0.05,USD,
2022-04-28,Pharmaceuticals,2937,USA,4338,8532,8821,405479.6,1500274521.68,345844.75,329917.37,0.05,USD,
2025-02-22,Machinery,8479,South Korea,4291,2701,3125,131481.1,486480064.38,113372.19,106747.02,0.2,USD,
2023-04-11,Machinery,8430,South Africa,4825,3761,3924,118089.42,436930855.88,90555.62,103325.1,0.2,USD,
2024-05-24,Electronics,8542,Kenya,220,5581,5763,104638.76,387163415.89,1759833.71,1647953.66,0.15,USD,
2023-12-10,Pharmaceuticals,3004,South Korea,4694,863,1215,64904.23,240145659.13,51160.13,46874.42,0.05,USD,
2024-01-04,Textiles,5408,India,4629,2183,2370,264223.63,977627420.68,211196.25,230236.2,0.1,USD,
2022-10-10,Machinery,8481,South Africa,4804,8785,8958,320690.59,1186555173.55,246993.17,290178.93,0.2,USD,
2024-03-21,Food Products,0702,South Korea,2716,6032,6350,5452.3,20173507.67,7427.65,7653.22,0.05,USD,
2025-03-07,Pharmaceuticals,3004,South Korea,4161,3052,3318,41169.94,152328763.85,36608.69,32467.69,0.05,USD,
2025-04-11,Machinery,8479,Japan,1284,8509,8881,138613.92,512871500.01,399432.63,399178.23,0.15,USD,
2023-08-25,Machinery,8430,India,3064,3586,3665,42288.98,156469241.17,51066.98,50277.3,0.2,USD,
2023-03-13,Pharmaceuticals,2941,USA,937,8520,8699,59086.78,218621085.59,233320.26,248756.02,0.15,USD,
2024-02-20,Machinery,8481,India,2014,6093,6181,267895.61,991213762.02,492161.75,557568.05,0.15,USD,
2022-08-20,Machinery,8479,Germany,1768,4758,5180,76370.2,282569727.79,159824.51,144959.99,0.2,USD,
2023-03-04,Textiles,6110,South Africa,765,9958,10124,322483.26,1193188080.03,1559722.98,1292357.69,0.1,USD,1.0
2025-02-24,Textiles,5408,South Africa,4229,2654,2856,384814.23,1423812657.32,336678.33,313241.42,0.1,USD,
2023-06-01,Textiles,5407,South Africa,1409,8758,8791,53687.14,198642411.68,140981.13,126776.5,0.05,USD,
2023-10-03,Machinery,8481,Germany,387,2747,2773,344025.56,1272894588.21,3289133.3,2689579.85,0.15,USD,1.0
2025-02-07,Food Products,0403,China,1194,1574,1675,93541.07,346101975.36,289867.65,257687.13,0.05,USD,
2024-11-07,Food Products,0702,Kenya,2694,4852,5119,117967.06,436478108.2,162018.6,141482.89,0.1,USD,
2023-11-17,Machinery,8479,Kenya,546,518,769,334511.97,1237694304.5,2266839.39,2513493.45,0.2,USD,
2023-03-08,Electronics,8542,South Korea,2042,5162,5493,129942.57,480787511.55,235449.32,202887.3,0.15,USD,
2024-11-06,Electronics,8523,China,2301,4100,4573,60698.08,224582905.23,97602.31,96057.59,0.1,USD,
2024-01-17,Electronics,8523,Kenya,3787,5844,6083,330205.31,1221759665.35,322619.4,280862.63,0.15,USD,
2022-08-27,Textiles,5407,South Africa,352,8378,8675,11269.67,41697778.71,118459.6,137263.62,0.05,USD,
2022-06-01,Food Products,0702,India,4127,1245,1620,285158.87,1055087822.67,255654.91,220766.66,0.05,USD,
2024-04-23,Pharmaceuticals,2937,China,2887,9265,9304,113117.0,418532893.43,144971.56,172300.07,0.05,USD,
